RELAB ID	DL_CMP-051	DL-CMP-057	DL-CMP-058	DL-CMP-055	DL-CMP-050	DL-CMP-054	DL-CMP-086	DL-CMP-060	DL-CMP-072	DL-CMP-087	DL-CMP-084	DL-CMP-078	DL-CMP-067	DL-CMP-073	DL-CMP-068	DL-CMP-074	DL-CMP-066	DL-CMP-085	DL-CMP-032	DL-CMP-077	DL-CMP-075	DL-CMP-079	DL-CMP-071	DL-CMP-076	DL-CMP-070
Wavelength (um)	051 - Wo27 En39 Fs34	057 - Wo25 En36 Fs39	058 - Wo27 En28 Fs45	055 - Wo26 En18 Fs56	050 - Wo23 En19 Fs58	054 - Wo23 En6 Fs70	086 - Wo25 Fs75	060- Wo30 En70	072 - Wo30 En70	087 - Wo29 Fs71	084 - Wo35 Fs65	078 - Wo38 En63	067 - Wo39 En52 Fs9	073 - Wo39 En36 Fs25	068 - Wo38 En29 Fs33	074 - Wo39 En24 Fs37	066 - Wo38 En15 Fs48	085 - Wo39 Fs61	032 - Wo46 En54	077 - Wo45 En52 Fs3	075 - Wo45 En46 Fs9	079 - Wo47 En38 Fs15	071 - Wo46 En23 Fs31	076 - Wo46 En18 Fs35	070 - Wo45 En14 Fs41
2.325	0.27655	0.20207	0.37343	0.26258	0.20177	0.15668	0.13756	0.76721	0.74075	0.21447	0.21449	0.90547	0.36725	0.24542	0.27885	0.29788	0.34266	0.37745	0.95875	0.50229	0.46209	0.22999	0.28707	0.17538	0.38237
2.33	0.27671	0.20296	0.37378	0.26305	0.2026	0.15741	0.13796	0.76679	0.74019	0.21525	0.21508	0.90556	0.36711	0.24568	0.27896	0.29767	0.34283	0.37749	0.95989	0.50242	0.46235	0.23094	0.28763	0.17581	0.38258
2.335	0.27668	0.20333	0.37428	0.26299	0.20283	0.15738	0.13832	0.76669	0.74029	0.2153	0.21539	0.90593	0.36753	0.24581	0.2792	0.29798	0.34325	0.37819	0.95888	0.50243	0.46154	0.23113	0.28769	0.17627	0.38271
2.34	0.27778	0.20447	0.37513	0.26464	0.20459	0.15844	0.13856	0.76759	0.74177	0.21601	0.21578	0.90538	0.36739	0.24633	0.27961	0.29881	0.34414	0.37849	0.95956	0.50227	0.46194	0.23094	0.28859	0.17597	0.38405
2.345	0.27804	0.20496	0.37545	0.264	0.20514	0.1587	0.13872	0.76801	0.74086	0.21734	0.21709	0.90507	0.367	0.24609	0.27934	0.29856	0.3437	0.37893	0.95957	0.5022	0.4626	0.23134	0.2881	0.17636	0.38438
2.35	0.27808	0.20519	0.37664	0.26502	0.20539	0.15868	0.13899	0.76734	0.74039	0.21698	0.217	0.90521	0.36709	0.24674	0.27938	0.29921	0.34505	0.37922	0.95971	0.502	0.46173	0.23207	0.28904	0.17639	0.38458
2.355	0.27853	0.20536	0.37659	0.26448	0.20617	0.15965	0.1393	0.76647	0.73973	0.21904	0.21831	0.90348	0.36668	0.24694	0.27965	0.29984	0.34523	0.37961	0.95796	0.50144	0.46195	0.23173	0.2889	0.17646	0.38534
2.36	0.27921	0.20658	0.37788	0.26599	0.20751	0.16053	0.13977	0.76783	0.73991	0.21947	0.21928	0.90377	0.36771	0.2468	0.28003	0.29994	0.34572	0.38054	0.95805	0.50196	0.46246	0.23235	0.29016	0.17678	0.38603
2.365	0.28034	0.20646	0.37848	0.26601	0.20881	0.16098	0.14038	0.76642	0.74083	0.22073	0.21956	0.90224	0.36835	0.24775	0.28043	0.30095	0.34585	0.3817	0.95764	0.50214	0.46339	0.23272	0.29053	0.17714	0.38688
2.37	0.28107	0.20785	0.38021	0.26704	0.2096	0.16172	0.14132	0.76691	0.73982	0.22208	0.22147	0.90151	0.36894	0.24798	0.28039	0.30074	0.3471	0.38243	0.9584	0.50232	0.4632	0.23332	0.29129	0.17733	0.3886
2.375	0.28238	0.20844	0.38135	0.26781	0.21125	0.16288	0.14166	0.76636	0.73904	0.22392	0.22218	0.90275	0.36895	0.24914	0.2822	0.30253	0.34917	0.38386	0.95836	0.50345	0.46377	0.23404	0.29224	0.17766	0.38981
2.38	0.28193	0.20939	0.38188	0.26904	0.21157	0.16334	0.1426	0.76543	0.73956	0.22474	0.22403	0.90374	0.3696	0.24944	0.28262	0.30294	0.34951	0.38527	0.95718	0.50489	0.46476	0.23498	0.29374	0.17835	0.39052
2.385	0.2845	0.21065	0.38318	0.2707	0.21407	0.165	0.14393	0.767	0.73886	0.2267	0.22545	0.90326	0.3716	0.25048	0.28369	0.30386	0.35186	0.38607	0.95922	0.50496	0.46607	0.23602	0.29481	0.17851	0.39264
2.39	0.28476	0.21164	0.3848	0.27143	0.21484	0.16605	0.14467	0.76605	0.73991	0.22857	0.22725	0.90221	0.37207	0.25162	0.28526	0.30591	0.35274	0.38799	0.95815	0.50639	0.46662	0.23661	0.29586	0.17904	0.39445
2.395	0.28771	0.21271	0.3864	0.2729	0.21705	0.16715	0.14577	0.76709	0.73937	0.22907	0.22839	0.9033	0.3738	0.25267	0.28639	0.30694	0.35454	0.38823	0.95886	0.50758	0.4682	0.23896	0.29699	0.18011	0.39693
2.4	0.28859	0.2132	0.38827	0.2741	0.21851	0.16836	0.14658	0.76604	0.73921	0.2312	0.23038	0.90178	0.37556	0.25391	0.28743	0.30816	0.35633	0.39071	0.95894	0.50905	0.46963	0.2392	0.29831	0.17992	0.39868
2.405	0.28938	0.2146	0.38966	0.27549	0.21986	0.16929	0.14766	0.76585	0.73919	0.23303	0.23204	0.90117	0.37576	0.25485	0.28795	0.30937	0.35765	0.39251	0.95787	0.51098	0.47019	0.24074	0.30023	0.1808	0.40024
2.41	0.29208	0.21602	0.39249	0.27707	0.22212	0.17094	0.14838	0.76561	0.73935	0.23533	0.23345	0.90146	0.37744	0.25527	0.2905	0.31057	0.35995	0.39307	0.95912	0.51198	0.47211	0.24227	0.30156	0.18131	0.40293
2.415	0.29149	0.21749	0.39347	0.27848	0.22289	0.17251	0.14936	0.76521	0.73925	0.23713	0.23484	0.90222	0.37825	0.25691	0.29198	0.31243	0.3615	0.39409	0.95876	0.51368	0.47365	0.24285	0.30316	0.18186	0.40491
2.42	0.29355	0.21919	0.3968	0.28059	0.22511	0.1739	0.15094	0.76564	0.74035	0.23831	0.23804	0.90228	0.38038	0.25818	0.29333	0.31421	0.36423	0.39624	0.96008	0.5148	0.47567	0.24438	0.30613	0.18303	0.40794
2.425	0.29633	0.21955	0.39698	0.28188	0.22692	0.17517	0.15161	0.76567	0.74064	0.24095	0.24066	0.90115	0.3823	0.26023	0.29532	0.31611	0.36598	0.39781	0.9586	0.51672	0.47751	0.24601	0.30756	0.18303	0.40966
2.43	0.29839	0.22202	0.39988	0.28393	0.22906	0.17652	0.15389	0.76547	0.7398	0.24327	0.24244	0.90064	0.38458	0.26111	0.29672	0.31808	0.36932	0.39952	0.95934	0.51889	0.47882	0.24753	0.30894	0.18387	0.41298
2.435	0.29942	0.22324	0.4019	0.28625	0.23124	0.17799	0.15431	0.76568	0.73914	0.24583	0.2456	0.9008	0.38594	0.26218	0.29837	0.31956	0.37045	0.40179	0.95827	0.51999	0.48029	0.2486	0.31093	0.18471	0.41518
2.44	0.30197	0.22407	0.40404	0.28846	0.23296	0.18048	0.15597	0.76455	0.73922	0.24769	0.24704	0.90004	0.38775	0.26377	0.30016	0.32254	0.37265	0.40309	0.95897	0.52211	0.48307	0.25137	0.31314	0.18476	0.41713
2.445	0.3039	0.22626	0.40633	0.29021	0.23486	0.18178	0.15697	0.76486	0.73933	0.25007	0.24967	0.90024	0.38983	0.26587	0.30235	0.3244	0.37538	0.40493	0.95912	0.52449	0.48509	0.25256	0.31443	0.18579	0.42065
2.45	0.30632	0.22845	0.40789	0.29275	0.23669	0.18299	0.15865	0.765	0.73988	0.25201	0.25282	0.89883	0.39186	0.26799	0.30527	0.32606	0.377	0.40824	0.95763	0.52658	0.48679	0.25455	0.31677	0.18589	0.42433
2.455	0.30759	0.22973	0.41138	0.29374	0.2389	0.18497	0.15929	0.76354	0.73799	0.25424	0.25462	0.89883	0.39364	0.26905	0.30731	0.32833	0.38005	0.40816	0.95677	0.52919	0.48853	0.25633	0.31872	0.18725	0.42638
2.46	0.3102	0.23145	0.41325	0.29566	0.24125	0.18636	0.16088	0.76243	0.73764	0.25656	0.2573	0.89769	0.39575	0.27121	0.30936	0.33117	0.38178	0.41026	0.95659	0.53154	0.49139	0.25716	0.32138	0.18774	0.42977
2.465	0.31258	0.23313	0.41704	0.29912	0.24365	0.18846	0.16153	0.76319	0.73753	0.26039	0.25848	0.8972	0.39768	0.27346	0.31132	0.33281	0.38518	0.41067	0.9563	0.53454	0.49427	0.26061	0.32334	0.18848	0.43357
2.47	0.31433	0.23474	0.41904	0.30152	0.24651	0.18989	0.1636	0.76346	0.7362	0.26306	0.26182	0.89706	0.39989	0.27454	0.31325	0.33573	0.38804	0.41375	0.95566	0.53599	0.49626	0.26226	0.32543	0.18949	0.43568
2.475	0.3172	0.23722	0.4222	0.30328	0.24873	0.19218	0.16426	0.76281	0.73659	0.26467	0.26434	0.89598	0.40441	0.27692	0.31719	0.33743	0.39201	0.41459	0.95709	0.53888	0.49947	0.26436	0.32851	0.19	0.44049
2.48	0.32093	0.23929	0.42616	0.30667	0.25222	0.19452	0.16558	0.76513	0.73688	0.26706	0.26755	0.89612	0.40696	0.27937	0.3196	0.34049	0.39426	0.41811	0.95811	0.542	0.50058	0.26629	0.33172	0.1904	0.44559
2.485	0.32253	0.24055	0.42857	0.30909	0.25364	0.19587	0.16689	0.76275	0.73667	0.26989	0.26987	0.89637	0.40882	0.28141	0.32177	0.34335	0.39646	0.42042	0.9531	0.54413	0.50492	0.26941	0.33321	0.19137	0.44693
2.49	0.32485	0.24274	0.4301	0.31093	0.2565	0.1982	0.16942	0.76143	0.73672	0.27371	0.27237	0.89512	0.41134	0.28312	0.32453	0.34639	0.39942	0.42322	0.95317	0.54806	0.5077	0.2707	0.33618	0.19174	0.45082
2.495	0.32767	0.24406	0.43368	0.31537	0.25948	0.20063	0.17015	0.76302	0.73597	0.27647	0.27484	0.89513	0.41434	0.28488	0.32742	0.34971	0.40274	0.42314	0.9538	0.55052	0.51007	0.27333	0.33862	0.19271	0.4544
2.5	0.32935	0.24522	0.43488	0.31604	0.26076	0.20219	0.17135	0.75886	0.73646	0.27952	0.27752	0.89568	0.41508	0.28772	0.32883	0.35215	0.40454	0.4265	0.95073	0.55486	0.51396	0.27594	0.34088	0.19344	0.45695
2.505	0.33138	0.24798	0.43836	0.3193	0.26356	0.20419	0.17241	0.75893	0.73595	0.28047	0.28203	0.89375	0.41913	0.28981	0.33292	0.35486	0.40735	0.42797	0.95065	0.55716	0.51705	0.27776	0.34274	0.19394	0.45998
2.51	0.33513	0.25148	0.44163	0.32194	0.2671	0.20758	0.17434	0.75967	0.73629	0.28384	0.28495	0.89324	0.42207	0.29224	0.33578	0.35798	0.41109	0.43025	0.95153	0.561	0.52109	0.28058	0.34666	0.19463	0.46458
2.515	0.33623	0.25224	0.44526	0.32466	0.26857	0.2085	0.1751	0.75927	0.73488	0.28682	0.28782	0.89396	0.42542	0.29452	0.33738	0.3603	0.414	0.43195	0.94924	0.56271	0.52292	0.28354	0.34838	0.19541	0.46761
2.52	0.34134	0.25477	0.44903	0.32796	0.27249	0.21191	0.17618	0.75818	0.73624	0.28879	0.29024	0.89494	0.4293	0.29701	0.34256	0.36352	0.41881	0.43426	0.95215	0.56673	0.52815	0.2846	0.35331	0.19642	0.47326
2.525	0.34377	0.25749	0.45235	0.33219	0.27583	0.21369	0.17762	0.76047	0.73554	0.29329	0.29255	0.89418	0.43139	0.29902	0.34502	0.36681	0.42133	0.43512	0.95223	0.5707	0.53102	0.28824	0.35555	0.19707	0.47695
2.53	0.34667	0.25995	0.45638	0.33492	0.27889	0.21659	0.18089	0.76024	0.73747	0.29646	0.29644	0.89535	0.43441	0.3025	0.34881	0.37009	0.42421	0.43744	0.95186	0.57443	0.53411	0.29162	0.3581	0.19757	0.4802
2.535	0.35051	0.26263	0.45886	0.33905	0.28209	0.22015	0.18171	0.76063	0.7366	0.29945	0.29902	0.89283	0.44038	0.30337	0.3543	0.37093	0.43044	0.43886	0.95433	0.57643	0.53695	0.29196	0.3625	0.1987	0.4844
2.54	0.35404	0.26549	0.4638	0.34216	0.28548	0.22313	0.18329	0.76103	0.73593	0.30239	0.30181	0.89382	0.44249	0.3074	0.35552	0.37693	0.4324	0.44032	0.95522	0.58025	0.53954	0.29465	0.3641	0.19881	0.48854
2.545	0.35839	0.26784	0.46883	0.3463	0.28839	0.22474	0.18435	0.76245	0.73674	0.30463	0.3045	0.89579	0.44682	0.30962	0.35941	0.37818	0.43604	0.44207	0.9534	0.58295	0.54358	0.29849	0.36743	0.2	0.49234
2.55	0.36094	0.27026	0.471	0.35012	0.2931	0.22901	0.18574	0.76133	0.73595	0.3098	0.30765	0.89328	0.45192	0.3117	0.36529	0.38114	0.44144	0.44458	0.95455	0.58535	0.5474	0.29968	0.36998	0.20016	0.49512
2.555	0.36422	0.27264	0.47472	0.35398	0.29593	0.23305	0.18661	0.7608	0.73667	0.31158	0.30948	0.89534	0.45547	0.3153	0.36894	0.38437	0.44666	0.44545	0.95494	0.58945	0.54932	0.30232	0.37372	0.2015	0.50053
2.56	0.36815	0.27617	0.4796	0.35533	0.29837	0.2303	0.1885	0.7653	0.73781	0.31565	0.31283	0.89454	0.45159	0.3155	0.36349	0.38719	0.44172	0.44825	0.95591	0.59145	0.55314	0.3049	0.37685	0.20123	0.50346
2.565	0.37125	0.27926	0.48398	0.36107	0.30178	0.23766	0.1897	0.76194	0.7379	0.31814	0.3149	0.89695	0.4646	0.32077	0.37671	0.39119	0.4535	0.44942	0.95561	0.5966	0.55657	0.30793	0.37966	0.20264	0.50829
2.57	0.37459	0.27972	0.48513	0.36303	0.30627	0.23987	0.19193	0.76269	0.73703	0.32271	0.31837	0.89652	0.46564	0.32316	0.37924	0.39483	0.45525	0.45204	0.95461	0.60078	0.55982	0.31026	0.38155	0.20341	0.51151
2.575	0.37801	0.28263	0.49066	0.36621	0.30866	0.24221	0.1931	0.76273	0.73848	0.32382	0.31985	0.89215	0.47021	0.32633	0.3843	0.39829	0.45995	0.45198	0.95538	0.60079	0.56526	0.31165	0.38571	0.20388	0.51549
2.58	0.38278	0.28503	0.49364	0.37123	0.31295	0.24454	0.19486	0.76344	0.73956	0.32798	0.32359	0.89492	0.471	0.32633	0.38628	0.40187	0.46279	0.45504	0.95686	0.60567	0.56653	0.31539	0.38856	0.20495	0.51959
2.585	0.38504	0.28858	0.49889	0.37601	0.31601	0.24655	0.19497	0.76623	0.73857	0.32851	0.32467	0.89281	0.47384	0.32992	0.38757	0.40548	0.46367	0.45411	0.95599	0.6047	0.56878	0.31688	0.39167	0.20508	0.52305
2.59	0.39103	0.29071	0.50363	0.3771	0.32057	0.25206	0.19704	0.76419	0.74052	0.33304	0.32916	0.89652	0.48118	0.33442	0.39644	0.40809	0.47254	0.4579	0.95832	0.61361	0.57629	0.32005	0.39468	0.20679	0.52735
2.595	0.39634	0.29251	0.50579	0.38075	0.32547	0.25168	0.1977	0.76512	0.74293	0.33475	0.3319	0.89563	0.48346	0.33506	0.39813	0.40927	0.4737	0.45953	0.9607	0.61504	0.57764	0.32307	0.39867	0.20712	0.5317
2.6	0.39951	0.29705	0.51151	0.38778	0.33165	0.26029	0.19935	0.76652	0.74688	0.3384	0.33764	0.90047	0.48915	0.34022	0.40294	0.41632	0.4798	0.46485	0.96607	0.61912	0.58494	0.32559	0.40134	0.20888	0.53596
